customer_id,name,gender,age,mobile,email,registration_date,membership_level,points,total_spent,last_purchase_date,address_district,visit_frequency,preferred_category
CUST000065,初阳,M,19,080-80810702,prn25@126.com,2023-06-14,bronze,271,51441.46,2023-10-24,Hongkou,Monthly,Sports & Outdoors
CUST000066,闽超栋,F,29,015-07616527,k18to3_kd759@foxmail.com,2023-05-25,platinum,38987,4636.7,2024-11-01,Pudong,Monthly,Entertainment
CUST000067,蹉明辉,F,49,006-28690935,k88to35@sohu.com,2024-03-02,platinum,22322,78218.17,2024-04-15,Yangpu,Rarely,Electronics
CUST000068,晏睿渊,F,62,077-68242664,p1pscp_hkb23@yahoo.com.cn,2023-01-21,platinum,26643,49637.47,2024-06-09,Hongkou,Biweekly,Electronics
CUST000069,麻雅鑫,F,36,086-41737563,m97k5q.fkb61@139.com,2023-04-16,platinum,28108,4501.26,2023-12-04,Pudong,Rarely,Sports & Outdoors
CUST000070,淦涛,F,18,0182-10568031,izhfoz79@qq.com,2022-12-31,platinum,36201,24956.93,2025-07-17,Changning,Rarely,Fashion
CUST000071,谢志国,F,40,17171095163,tbf_hmw@163.com,2023-09-05,platinum,29322,83229.09,2025-08-18,Changning,Biweekly,Food & Dining
CUST000072,诸葛振东,M,55,0851-89799145,g7u.o23@tom.com,2025-07-21,bronze,667,76324,2026-01-17,Xuhui,Biweekly,Home & Living
CUST000073,蓝俊凯,F,21,015-52679442,lch.hf9@vip.qq.com,2025-12-27,silver,2848,4334,2026-03-19,Jingan,Biweekly,Entertainment
CUST000074,乙雨欣,M,43,11775969879,p0i37@sina.com,2023-02-25,bronze,432,20613.93,2025-01-26,Pudong,Daily,Entertainment
CUST000075,潮癸霖,F,30,0276-86296472,pv5_i33@vip.qq.com,2026-02-27,gold,7880,50335.95,2026-03-26,Changning,Monthly,Food & Dining
CUST000076,钭国华,F,26,042-44948155,hm1nuy.m0d73@sina.com,2025-04-25,platinum,47270,95171.2,2026-01-16,Hongkou,Weekly,Food & Dining
CUST000077,朱航,M,44,018-52481912,ucop8d.myc@163.com,2024-11-04,gold,6293,64905.1,2026-01-04,Xuhui,Daily,Electronics
CUST000078,丰金鑫,M,66,0752-70866024,u52_om0@outlook.com,2025-12-04,bronze,704,38332.12,2026-01-06,Jingan,Rarely,Sports & Outdoors
CUST000079,冠浩辰,F,48,0491-69481125,ggqlnf58@sohu.com,2023-11-24,gold,10546,55065.5,2025-11-06,Pudong,Biweekly,Electronics
CUST000080,欧超,F,24,12994096461,lh7k1z_lyj@163.com,2023-10-24,platinum,25910,783.19,2024-12-03,Jingan,Weekly,Sports & Outdoors
CUST000081,韶智杰,M,44,084-88029712,uclgm339@sina.com,2024-12-23,silver,4773,49526.2,2026-02-08,Changning,Rarely,Entertainment
CUST000082,丙烨霖,F,27,038-00440549,hvbk3d.tca@139.com,2024-08-21,bronze,418,2333.85,2025-12-13,Xuhui,Biweekly,Entertainment
CUST000083,盈博文,F,67,16138737259,i1cuji_o23@hotmail.com,2023-08-06,silver,4483,99242.69,2025-05-21,Yangpu,Daily,Electronics
CUST000084,象敬阳,F,36,17040524281,fg9_jdk@gmail.com,2023-01-25,bronze,515,4721.11,2024-04-03,Changning,Weekly,Home & Living
CUST000085,念立轩,M,29,0845-36589213,tum.ftl@tom.com,2025-08-20,platinum,40680,17026.04,2025-10-14,Changning,Weekly,Sports & Outdoors
CUST000086,牛凤英,F,36,057-54636987,izhlq4_fkp@yahoo.cn,2023-11-28,platinum,20955,37419.54,2024-11-23,Yangpu,Monthly,Electronics
CUST000087,俟红,M,55,012-84694737,jlbffg13@foxmail.com,2024-12-19,silver,3458,52616.01,2026-03-16,Jingan,Biweekly,Electronics
CUST000088,所昊天,F,30,17845556205,ireg4b76@hotmail.com,2023-08-08,platinum,22885,16088.82,2025-03-17,Yangpu,Weekly,Food & Dining
CUST000089,段煜城,F,59,048-24649820,gm3lm1_uc6@qq.com,2023-12-09,platinum,46439,81345.95,2026-03-03,Hongkou,Rarely,Sports & Outdoors
CUST000090,特立伟,F,21,039-58793208,mzg34@qq.com,2024-01-09,silver,3325,84041.39,2025-12-09,Pudong,Monthly,Entertainment
CUST000091,卢浩轩,M,64,0321-85850281,o1smvh_rnz32@yahoo.com.cn,2023-06-14,platinum,48777,57371.94,2026-02-26,Changning,Weekly,Sports & Outdoors
CUST000092,季乐驹,F,63,13443044284,knnlo5_gos@21cn.com,2023-02-20,silver,2156,35755.22,2023-07-04,Changning,Biweekly,Fashion
CUST000093,度梓睿,M,43,025-03065867,kfk_to347@yahoo.com.cn,2024-11-22,gold,19400,11849.75,2024-12-04,Yangpu,Rarely,Sports & Outdoors
CUST000094,示珈,F,35,0466-01005075,ryiiuk_g7467@tom.com,2025-09-03,gold,15892,30797.69,2025-10-26,Yangpu,Monthly,Entertainment
CUST000095,亥博超,F,46,093-78063272,ireh6l.p0z@foxmail.com,2024-12-18,silver,1030,13218.43,2025-12-03,Jingan,Daily,Entertainment
CUST000096,蒯国平,F,29,0353-60534702,h6lkjv.ka040@qq.com,2025-01-12,gold,19784,62586.56,2025-06-19,Jingan,Weekly,Fashion
CUST000097,仉诚,F,48,0133-72950559,lch.i2vk1z78@yahoo.com.cn,2023-01-28,gold,16157,41794.28,2023-12-08,Hongkou,Weekly,Entertainment
CUST000098,函一诺,F,37,17995935500,mg0iuc62@21cn.com,2023-01-04,silver,4702,34360.81,2024-03-21,Xuhui,Weekly,Sports & Outdoors
CUST000099,丑雨泽,M,67,0363-38255213,ktzmzi.hqy@gmail.com,2025-01-20,silver,2183,2792.06,2025-10-18,Jingan,Monthly,Food & Dining
CUST000100,说钰轩,F,25,14188471132,i2vsbt.g5360@yahoo.cn,2025-05-22,gold,7301,69965.96,2026-03-04,Pudong,Monthly,Food & Dining
CUST000101,许紫林,F,36,11060483009,lm1k88_q0b21@yahoo.cn,2024-09-10,platinum,48854,11626.37,2025-12-16,Xuhui,Weekly,Sports & Outdoors
CUST000102,但浩轩,F,20,14177634034,lch_glx87@foxmail.com,2023-03-02,gold,11260,34752.19,2023-03-27,Yangpu,Rarely,Entertainment
CUST000103,针玉珍,F,36,073-75941643,lg0sds_h7x70@sina.com,2024-08-11,bronze,870,34106.27,2025-09-18,Changning,Rarely,Entertainment
CUST000104,郦晨,M,68,0981-72185410,lia_tqo84@hotmail.com,2024-05-27,platinum,49648,94414.17,2024-08-08,Xuhui,Daily,Food & Dining
CUST000105,蔡懿轩,F,20,0124-06104398,h6lit6_g7562@foxmail.com,2024-08-05,silver,1206,54727.32,2024-09-28,Xuhui,Daily,Entertainment
CUST000106,合宇,M,57,0560-12018610,k2496@21cn.com,2025-02-13,bronze,748,64726.67,2025-05-16,Pudong,Rarely,Fashion
CUST000107,沙国珍,M,67,15631735784,fvpki7_jda@yeah.net,2023-12-19,bronze,167,55177.44,2025-03-16,Yangpu,Monthly,Sports & Outdoors
CUST000108,华宇,M,69,10329504317,g6nmzi90@163.com,2023-07-13,gold,14682,42774.59,2024-03-09,Jingan,Weekly,Home & Living
CUST000109,仁鹏飞,M,24,056-58459511,pybsbt57@yahoo.cn,2025-05-10,bronze,284,85703.25,2025-07-14,Jingan,Daily,Food & Dining
CUST000110,纳喇军,M,46,10127775533,fg9.kjv@139.com,2023-09-08,gold,9389,17003.61,2025-04-04,Hongkou,Weekly,Home & Living
CUST000111,桑文韬,F,18,0926-97673216,vdak5x_rre@yahoo.com.cn,2024-04-14,platinum,37607,84344.11,2026-02-18,Yangpu,Monthly,Food & Dining
CUST000112,刁敏,F,68,17650998775,frekfk63@139.com,2023-08-15,silver,1198,7342.47,2026-03-28,Yangpu,Weekly,Fashion
CUST000113,祢国栋,M,68,017-21186726,k1zu0c_kr170@21cn.com,2026-03-23,gold,9325,8405.21,2026-03-25,Changning,Biweekly,Electronics
CUST000114,苗沐辰,F,41,0953-15987076,i1cl5v.l1c10@yahoo.cn,2024-09-20,platinum,20313,77460.73,2026-02-14,Pudong,Monthly,Fashion
CUST000115,东方阳,F,54,13534556358,hvbk3d.pun@gmail.com,2026-03-09,silver,2669,6586.96,2026-03-26,Xuhui,Biweekly,Entertainment
CUST000116,仰慧,F,35,0288-84860095,o1sg34_ivf87@tom.com,2024-11-19,silver,1382,32526.98,2025-10-02,Hongkou,Daily,Entertainment
CUST000117,赵家明,M,45,014-07905607,frekfk.q3s11@foxmail.com,2023-05-08,gold,19431,14057.56,2024-03-07,Xuhui,Weekly,Fashion
CUST000118,容珈,F,26,0737-52510615,kutqrx52@outlook.com,2023-05-17,silver,4883,2823.95,2023-11-16,Hongkou,Weekly,Fashion
CUST000119,千沐辰,F,53,0092-93960234,frekfk0@sina.com,2025-10-15,silver,4073,40337.67,2026-02-22,Pudong,Biweekly,Electronics
CUST000120,裔子骞,M,29,007-21887094,gncsbt.fip11@foxmail.com,2025-02-18,bronze,261,17023.43,2025-11-30,Yangpu,Weekly,Sports & Outdoors
CUST000121,经宇泽,F,61,11007029150,lg0sds.fi692@outlook.com,2025-12-06,silver,1618,41136.02,2026-01-25,Jingan,Daily,Fashion
CUST000122,休鹏涛,F,24,0897-85594026,gcn_lal97@hotmail.com,2023-07-07,bronze,526,1892.51,2024-12-08,Jingan,Biweekly,Food & Dining
CUST000123,荤玉珍,F,48,16505838873,ireg4b.k6n@139.com,2024-04-08,gold,7594,6207.04,2026-03-21,Changning,Rarely,Food & Dining
CUST000124,钮宇泽,M,39,0995-34293118,ptf_gcf46@foxmail.com,2025-05-30,silver,2672,6611.47,2026-03-25,Hongkou,Rarely,Home & Living
CUST000125,赤凤英,M,24,0629-56466951,knnk88_mp8@tom.com,2023-06-17,gold,6503,57719.2,2025-11-07,Yangpu,Rarely,Food & Dining
CUST000126,贲宇轩,F,47,024-69321776,i1cl5v93@vip.qq.com,2024-01-21,platinum,47278,29688.69,2024-02-14,Xuhui,Monthly,Electronics
CUST000127,告晋鹏,F,54,0940-47280727,k18to347@sina.com,2025-07-08,gold,6465,22854.43,2025-11-15,Yangpu,Daily,Sports & Outdoors
CUST000128,镜丽,M,36,12697814256,my237@126.com,2024-11-01,gold,16022,19091.77,2025-03-26,Pudong,Monthly,Home & Living
CUST000129,召鹏涛,M,32,0471-16182339,ts5hvb.ni019@foxmail.com,2025-07-16,bronze,572,38685,2025-07-30,Yangpu,Biweekly,Food & Dining
CUST000130,乜凤英,M,68,0314-39549734,h6lg34.gne@qq.com,2025-01-26,bronze,445,74642.14,2025-09-26,Hongkou,Monthly,Entertainment
CUST000131,端敬彪,F,46,19644572317,g4b3@gmail.com,2024-05-04,platinum,23203,25680.61,2024-07-11,Hongkou,Weekly,Fashion
CUST000132,辟浩辰,F,52,0706-38827176,p1pscp55@yahoo.cn,2024-10-24,silver,1957,43240.85,2025-07-26,Changning,Weekly,Food & Dining
CUST000133,六国良,M,63,086-45200486,k5qgs2.p1b57@sohu.com,2024-06-05,gold,16158,4841.72,2024-07-16,Xuhui,Monthly,Fashion
CUST000134,盖建军,F,44,0996-08492085,freui8_rx2@gmail.com,2025-11-26,bronze,334,80479.79,2026-02-07,Hongkou,Biweekly,Fashion
CUST000135,零思淼,F,63,15974885335,hvbk3d_hqs@yahoo.cn,2024-06-15,platinum,42820,4054.41,2025-03-10,Changning,Daily,Entertainment
CUST000136,锁梓玥,F,49,060-92562186,my2.ghc82@sina.com,2023-08-20,silver,4635,15258.34,2025-05-17,Changning,Monthly,Food & Dining
CUST000137,倪梓萱,M,28,049-33742102,k7fv9r.it6@yahoo.com.cn,2023-02-04,bronze,62,99379.16,2024-07-02,Jingan,Biweekly,Fashion
CUST000138,轩辕国良,F,61,0776-76938657,gncsbt73@126.com,2025-05-23,silver,3939,80843.87,2026-03-10,Xuhui,Rarely,Entertainment
CUST000139,谌杰,M,35,0510-28102248,pgknz9_kce@sina.com,2025-02-27,bronze,39,32439.48,2025-09-01,Jingan,Monthly,Electronics
CUST000140,祝国荣,M,64,17167462482,lg0i4894@tom.com,2024-11-13,bronze,426,20994.59,2025-12-18,Jingan,Weekly,Electronics
CUST000141,折昊然,F,50,091-38568143,h6lo1s_rvz@sohu.com,2025-09-21,platinum,32259,63874.83,2025-10-14,Xuhui,Biweekly,Electronics
CUST000142,云乙萍,F,37,021-69801577,pd6fvp32@qq.com,2023-05-06,silver,1272,48321.48,2026-02-14,Xuhui,Weekly,Sports & Outdoors
CUST000143,义耀杰,M,35,0515-77862862,nuy24@gmail.com,2025-11-15,bronze,998,35201.19,2025-12-06,Pudong,Biweekly,Entertainment
CUST000144,狄红,F,21,0589-76395340,i2vlj1_o1l35@tom.com,2024-03-01,platinum,30739,67519.53,2025-01-30,Hongkou,Biweekly,Home & Living
CUST000145,尹潇然,F,61,0676-89002188,gztjcv_td2@139.com,2024-08-20,gold,9817,46141.94,2024-12-04,Yangpu,Weekly,Food & Dining
CUST000146,栋杰,M,60,057-47747383,lh7lnf.i6e17@sohu.com,2025-08-18,bronze,965,70035.04,2025-12-26,Xuhui,Daily,Electronics
CUST000147,睢伟祺,F,18,0934-51451712,knnlo5_gjv14@sohu.com,2023-11-21,bronze,495,91590.82,2024-02-05,Xuhui,Daily,Sports & Outdoors
CUST000148,韶一全,F,60,0364-06794014,l7nrqi.idj@tom.com,2023-05-18,bronze,460,32424.02,2023-11-05,Yangpu,Biweekly,Entertainment
CUST000149,鲁国强,F,49,076-42876683,jcvsbt_rlk60@tom.com,2025-09-14,platinum,27292,16238.08,2026-02-08,Xuhui,Biweekly,Home & Living
CUST000150,塔丽芳,M,38,14151860548,mawtue45@yahoo.cn,2023-01-03,bronze,376,69082.59,2024-02-13,Xuhui,Rarely,Entertainment
CUST000151,戚博超,M,57,059-55311543,ixjlj1.p9b88@21cn.com,2023-03-21,silver,3113,69082.25,2023-08-28,Yangpu,Rarely,Entertainment
CUST000152,申博超,M,33,0007-83145578,hvbhvb_k3d@yeah.net,2025-04-09,bronze,886,84661.95,2026-03-22,Changning,Daily,Fashion
CUST000153,宫沐辰,F,41,0578-92243196,o97fmn.kdt@tom.com,2025-03-31,gold,18696,31038.04,2026-02-20,Yangpu,Rarely,Fashion
CUST000154,错鹏飞,M,65,16345908175,i2xmy2_fkp@126.com,2023-05-28,bronze,173,69280.74,2023-10-04,Hongkou,Daily,Entertainment
CUST000155,盘国平,F,47,13122367855,izhlu8_fff@163.com,2025-10-03,bronze,73,2879.74,2026-01-12,Changning,Weekly,Sports & Outdoors
CUST000156,泷桂兰,F,53,0881-65625879,k5mhm1_sml98@yahoo.cn,2024-12-27,silver,4261,2497.1,2025-11-08,Jingan,Rarely,Electronics
CUST000157,可烨霖,F,50,040-00144746,mzg_i1v16@21cn.com,2025-09-04,platinum,38911,86631.87,2025-09-20,Xuhui,Rarely,Entertainment
CUST000158,许立轩,F,52,050-83438461,lch.se1@126.com,2025-12-19,gold,12662,45090.69,2026-01-02,Yangpu,Weekly,Fashion
CUST000159,捷依诺,M,65,0767-53229128,ob5j6i.sha31@yeah.net,2023-07-19,platinum,35199,21331.03,2026-03-24,Pudong,Rarely,Food & Dining
CUST000160,隗艳,M,51,016-05711117,lm1sds.u4b@gmail.com,2025-11-23,platinum,30480,63499.1,2026-02-14,Pudong,Weekly,Entertainment
CUST000161,觉罗聪健,M,20,17461024179,ikl18@21cn.com,2023-06-29,gold,5788,66817.78,2024-10-04,Xuhui,Rarely,Fashion
CUST000162,东丽芬,M,39,0425-46327617,rydkjv.rvz@sohu.com,2025-08-01,bronze,849,9926.84,2026-01-10,Changning,Weekly,Fashion
CUST000163,让治涛,M,18,15349668137,fmn_ni027@tom.com,2024-07-25,platinum,48300,66025.01,2025-04-02,Yangpu,Biweekly,Sports & Outdoors
CUST000164,荀文轩,F,63,0348-54416338,lm1md2_tqv20@sina.com,2025-02-09,bronze,718,40935.5,2026-02-01,Yangpu,Weekly,Fashion
CUST000165,苏鑫,M,56,0992-61759642,v9blnf56@163.com,2024-07-23,platinum,40037,1961.22,2025-08-05,Pudong,Monthly,Fashion
CUST000166,郭远航,F,51,17759740986,ui896@qq.com,2025-09-07,gold,11650,56989.61,2026-02-12,Jingan,Weekly,Sports & Outdoors
CUST000167,赵阳,F,45,16485027866,hsv42@vip.qq.com,2024-04-05,silver,3507,47679.98,2024-10-19,Jingan,Weekly,Sports & Outdoors
CUST000168,睦悦,M,60,037-37701103,lmfmhh.k233@sohu.com,2026-02-11,silver,3125,52312.17,2026-02-25,Yangpu,Weekly,Fashion
CUST000169,巨正豪,M,24,035-22567710,pgknz965@sina.com,2024-07-05,silver,2162,90054.42,2025-04-03,Changning,Monthly,Entertainment
CUST000170,终建国,F,46,17253233426,h6lprj.ira29@vip.qq.com,2026-01-25,platinum,37199,94569.13,2026-01-29,Yangpu,Weekly,Electronics
CUST000171,贸馥君,M,50,033-15723049,l5vizl.rw5@163.com,2025-12-24,bronze,702,89695.1,2026-01-20,Changning,Rarely,Fashion
CUST000172,良梓玥,F,51,074-46196356,i2vsbt_o25@yahoo.cn,2023-04-18,gold,6443,56388.19,2024-04-29,Yangpu,Biweekly,Home & Living
CUST000173,姜玉兰,F,31,14313032119,gm3lm140@gmail.com,2025-05-09,bronze,732,86698.01,2026-01-16,Yangpu,Biweekly,Electronics
CUST000174,墨浩然,F,62,075-78945325,fozmy2_rw243@gmail.com,2025-10-30,bronze,50,87157.53,2026-02-09,Jingan,Daily,Home & Living
CUST000175,余雨涵,M,31,10126282507,i2v56@yeah.net,2024-09-09,gold,11839,92256.27,2025-12-06,Jingan,Biweekly,Entertainment
CUST000176,铎梓豪,M,23,0770-60708691,k0f.k65@outlook.com,2024-05-03,platinum,47635,25864.73,2026-01-02,Pudong,Biweekly,Food & Dining
